"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99"
"1",-0.5780750125035,-0.67349730573,-0.72208613096,-0.815782659979,-0.951107830975,-0.81681210214325,-0.607559358597,-0.28277794257085,-0.3956348635605,-0.3484086615515,-0.436377356315,-0.54444539467,-0.459248484846,-0.292846492715,-0.50876496352,-0.505535308763,-0.403280238,-0.538550594945,-0.413819654997,-0.578539011455,-0.6095881018395,-0.3393540027746,-0.38450175533775,-0.5309261552985,-0.59491802532,-0.3075590507185,-0.331977938913,-0.58446804225,-0.2925895455335,-0.437444579894,-0.359621478039,-0.615246734458,-0.523462179305,-0.178154276925,-0.1602208085985,-0.188468347329,-0.4197216311645,-0.2403077069245,-0.3545475278725,-0.336577300612,-0.2632802077413,-0.3264579346205,-0.584619275256,-0.4579506549815,-0.135658717709,-0.460097580765,-0.448923728633,-0.429295215547,-0.3387111266865,-0.1915557831742,-0.14621585514,-0.13301942014,-0.190333300404,-0.168904057855,-0.3343323053425,-0.46737262347485,-0.215538043414,-0.1723513396325,-0.2217629046985,-0.43813436299,-0.182468165194,-0.4325851798775,-0.191707590835,0.059095123005,0.114064097273,0.02668981986,0.17468626362,0.10194405892,-0.0247671601915,0.080038178679,0.039091375024,0.134353720305,-0.3300860865545,-0.243362485784,-0.364309357085,-0.051758177505,-0.279125718337,-0.9421854367575,-1.135397039248,-0.933561104517,-1.426100090363,-0.6748440825675,-1.436424894095,-0.8302913099225,-1.119752628153,-1.020632071325,-0.807730860095,-0.946956058835,-0.490108507425,-1.1975217640825,-0.4283220535545,-0.71349677288,-0.49406990920435,-0.0605929221505,-0.6537047278315,0.068846319067,-0.0728145187422,-0.455709509512,-1.1129136970255
"2",-0.3798800597385,-0.4472139339885,-0.516770879486,-0.6060755198555,-0.724069129864125,-0.6682716914255,-0.4142481449821,-0.025736019455,-0.1484822605635,-0.097925888605,-0.2184427943505,-0.27422445351,-0.243728005365,-0.08034836772795,-0.244874939075,-0.245828945835,-0.1671306798295,-0.275526835689,-0.171733062579,-0.32872523135,-0.3249092995665,-0.08653715040825,-0.138536522905,-0.2677328084066,-0.35292857327,-0.06067290851,-0.0812657100395,-0.3357232826,-0.051286847552,-0.175194079583,-0.071720839175,-0.3505133336735,-0.24890241744,0.014160241825,0.081049625585,0.06980413205,-0.2371304940005,-0.0117591171995,-0.128350550225,-0.1206159001315,-0.04381139861625,-0.12284556691275,-0.35434600293,-0.258124167915,0.1098009907785,-0.211960756966,-0.22050247248,-0.1738711093955,-0.116149062069,0.04067933375,0.0815405014235,0.0800229870385,0.014003588034,0.0608458437605,-0.080629944515,-0.236868559413,0.035625876393,0.081259560113,0.0073111845005,-0.20846321889,0.0585548219285,-0.2299718294605,0.050280512199,0.315535144395,0.363561350407,0.2888302666875,0.3684716900195,0.335359798135,0.2097862227171,0.3302485089995,0.2860543096675,0.3754044694895,-0.08260765744,0.007584718481,-0.1455654868265,0.1550989415795,0.14448855437195,-0.6181835245965,-0.922665129463,-0.4468763096575,-0.978023313505,-0.3365668755875,-1.1288612485695,-0.57123741062,-0.6534485995995,-0.247189587229,-0.3889689469345,-0.352533593972,0.0160098522375,-0.6190445858935,0.16501597335,-0.4100246721595,-0.146757060603,0.36158282978105,-0.269302571265,0.4989215800035,0.347867552955,-0.087058112563,-0.860067101285
"3",-0.4141575622715,-0.519507532431,-0.551382123756,-0.6299580604995,-0.750305399744,-0.7135869484795,-0.4353147734295,-0.042147886625,-0.13634154993,-0.077633673746,-0.185325502945,-0.2862810028725,-0.18607502006585,-0.027507753555,-0.215033102307,-0.23216453325,-0.1487706125055,-0.271300482007,-0.113086246553,-0.3327016863,-0.3105837368,-0.0929214278915,-0.1684033204,-0.256493475195,-0.35027475031455,-0.0447684971595,-0.05728165479,-0.31482362353715,-0.034562932005,-0.195034227133,-0.068480222615,-0.366487959785,-0.267961511331,0.0235018738427,0.071651410228,0.0657756929862,-0.2341655022195,-0.054886791735,-0.1378349959095,-0.0962009433175,-0.03096276119225,-0.1028873274525,-0.3648452045865,-0.266138671694,0.087479402121,-0.226362655153,-0.1948964674255,-0.1870029464975,-0.139199569134,0.004682934916,0.0711598524345,0.07360357982785,0.0376760454575,0.030947170595,-0.0820716967435,-0.22783921064875,0.06266881602915,0.0435891502675,-0.0118654232215,-0.2308464905785,0.0359832727985,-0.21999717053,0.072285839465,0.3048798023424,0.34720602920985,0.2811111584565,0.371139550827,0.325369030307,0.1933242322215,0.3167242953075,0.284905685173,0.34989163941,-0.060672966157,-0.03551367232,-0.1293206167425,0.1805615003685,0.158086704604,-0.352771179655,-0.7905355493235,0.043800352324,-0.6597621232295,-0.195202596831,-0.875654997017,-0.6088857016005,-0.3117217578415,0.2681478061765,-0.2753012763783,-0.037291237061,0.2456188271255,-0.061979681009,0.301456240102,-0.3266312401835,-0.026812287632,0.3350975047255,-0.1113767750751,0.586400665623,0.390696726004,0.0506321475825,-0.7775629692905
"4",-0.486198066675,-0.5464575589646,-0.613721793205,-0.688009758418,-0.836187206062,-0.7539772376135,-0.520910787376,-0.043641312902,-0.159213094559,-0.0834469055735,-0.1924066453095,-0.3079553390655,-0.247731956985,-0.03356868537,-0.2059543617125,-0.254930278055,-0.146181678875,-0.2941817501255,-0.1583961309335,-0.3338780861075,-0.299796771901,-0.071963111862,-0.17317360348,-0.290964622015,-0.384241897295,-0.0358577072245,-0.0936981584415,-0.321498796994,-0.0795192162372,-0.21331956314305,-0.1057912222395,-0.363494649036595,-0.29438914392915,0.0353116843705,0.0180634833885,0.015085713862,-0.274783712314,-0.020735876076,-0.158259044132,-0.1254552103115,-0.041071428345,-0.156405394906,-0.424869733391,-0.294318472532,0.070756835528,-0.253911920801,-0.241870031726,-0.202596222505,-0.131863384435,-0.03121635586,0.037626570465,0.0639332541605,-0.0179866405595,0.01544159214,-0.1272535546565,-0.2974228817125,0.021193797885,0.0277247216755,-0.042111882903,-0.24499999375,0.029087844135,-0.268469456865,0.030674405575,0.274193581561,0.323817208695,0.2650010834935,0.357024218485,0.3210420832785,0.1416330251915,0.28393514448,0.24466888085,0.309718187302,-0.085507148125,-0.059550771719,-0.16797843844355,0.146427749592,0.095637443276,0.009575758119,-0.5147438641075,0.471151866324,-0.5066414891275,0.01713746006155,-0.5557002858545,-0.476273243085,-0.078368856453,0.5005539708,-0.17996994743,0.09062927045355,0.422563571177,0.4072863946835,0.29861634419665,-0.23599061447,0.17083027666,0.15300813477945,0.0104074566525,0.5336100657885,0.289313013746,0.139052221701,-0.69635468582045
"5",-0.421431132707,-0.53266915844,-0.6083502422175,-0.689058418147,-0.8307325397915,-0.72249042714,-0.486798176642,0.0208873624835,-0.0820408155389,-0.0077972442879,-0.11877740748,-0.2285087684535,-0.1292232103185,0.016686949338,-0.177455095886,-0.2236917728705,-0.11381557072,-0.223502520265,-0.102582777739,-0.288782654223,-0.236187462125,-0.026696867235,-0.10933483432,-0.210444674995,-0.30844705213,0.01324006015,-0.015463574557,-0.283254269743,-0.003100711975,-0.14808667586435,-0.0275039161205,-0.2853332768845,-0.201293927962,0.035896792255,0.081340058587,0.059188637369,-0.237136717042,0.040993563305,-0.1042727925805,-0.069175070665,0.022862075055,-0.13649922492275,-0.397669814054,-0.2561865541425,0.1368494263775,-0.220384403645,-0.1787033391931,-0.15129274766,-0.1068059056385,0.013522449415,0.0836719148962,0.117781808856,0.0342966422415,0.077537769552,-0.0680021986305,-0.245447797452,0.05202939627,0.085948391514,0.027303699668,-0.20644936138265,0.0611455020935,-0.2051067393818,0.05072505496,0.3447442719055,0.3812457870225,0.272767488838,0.407002296713,0.415385175259,0.1861193224685,0.299509332295,0.29599440256,0.364645911845,-0.0598882237,-0.046785126325,-0.12849235596235,0.1802382800455,0.1864669169013,0.37696875267855,-8.16005201500001e-05,0.788337106194,-0.5796501305275,0.3440390126475,-0.1036563299975,0.015309355751,0.060063415033,0.53748428132,-0.129589628128,0.15015225852395,0.533958840462,0.6218814282015,0.414205373698,-0.064399120603,0.575626594022,0.059413499045,0.14038032325,0.4293671257635,0.035503212266,0.1561305764405,-0.50954246698
"6",-0.62967976089,-0.7259335236164,-0.87740582978,-0.920451111805,-1.071247902675,-0.934768544413,-0.714155457702,-0.170757832448,-0.26967599074,-0.1674135521155,-0.255144597898,-0.39999893907655,-0.3250940387735,-0.148665486635,-0.3417945419075,-0.359110141265,-0.262536290585,-0.3856438233405,-0.294055494065,-0.425479150953,-0.3899726052145,-0.2027069640365,-0.247847645227,-0.3681036969815,-0.45707291118,-0.1459976178297,-0.1955077788925,-0.407168795847,-0.184706850645,-0.30079919868,-0.1879906659,-0.48118109953705,-0.3788872042569,-0.132267065595,-0.097387771518,-0.135717621708,-0.40158544533235,-0.160452617511,-0.29119642754,-0.2711998990285,-0.18264949496,-0.2853995173497,-0.5661887184885,-0.462783950695,-0.05446218709,-0.3793245930265,-0.3842428973945,-0.3458346569095,-0.253643761398,-0.15110243408,-0.1043145566105,-0.0566516908575,-0.144074066209,-0.110255918069,-0.2541196903315,-0.424924929266,-0.12767435676,-0.102551058235,-0.17072167727,-0.39502738422,-0.113582395281,-0.401037429805,-0.0938490374185,0.16459262477,0.1761760814185,0.115408529328,0.243765005915,0.1651638859975,0.0285276754639,0.120109268415,0.118957203428,0.210056093921,-0.236318245633,-0.21309765192525,-0.270682116693,-0.030835560381,0.019739217855,0.393212733675,0.1549100768705,0.598620992055,-0.9187836131685,0.39580738981915,-0.0315154754645,0.270401574141,-0.20212724084,0.314359947835,-0.339671673442,-0.03278210478,0.2753663824365,0.39547444668105,0.270371128095,-0.1591979163814,0.61073227491,-0.1147832344,-0.0211404541455,0.1149164591955,-0.4581293121745,-0.0591920639705,-0.591600312681
"7",-0.506436471584,-0.59783185004395,-0.7783660451715,-0.85798783014,-0.95169954024,-0.777980035916,-0.558151426494,-0.006530524333,-0.097944648187,0.024957047855,-0.110040836899,-0.206090089605,-0.1647873603,0.01007832412425,-0.159942252744,-0.209389510125,-0.1215849019115,-0.228139232785,-0.115288956876,-0.256788501787,-0.287622920002,-0.0084626771965,-0.11051384755,-0.1959027445125,-0.299501539737,0.0289650998785,-0.051642665966,-0.24372131373875,-0.044639702932,-0.1279863608155,-0.00216796627915,-0.3112408898855,-0.2049471818175,0.0164802345965,0.0792686242185,0.022697957652,-0.2301974488095,-0.0089880046085,-0.1039697972255,-0.12537433967,-0.041499922655,-0.1551863195345,-0.417294830395,-0.2699165428645,0.1103895323475,-0.243748858921,-0.2623310334295,-0.18842371783,-0.1073116036295,-0.02709765998,0.08076586358,0.041070926785,0.02682236215,0.061708863146,-0.101905058614,-0.2506364918515,0.012781595773,0.063067220135,0.009975636571,-0.21530604332,0.079905883555,-0.239487837163,0.038061607993,0.294538434863,0.3328613425905,0.256732810546,0.378978566259,0.357467055745,0.173208834853,0.27092454815,0.2944325784005,0.3521327353086,-0.07379230121205,-0.05762642564,-0.149337335837,0.183905317075,0.23129093204,0.493264094061,0.3861722442675,0.6069925316195,-0.776305865539,0.597679980495,0.2492508379761,0.5482670898499,-0.2287491297838,0.363512098705,-0.157148642832,0.112570015181,0.20520299392,0.3415323745945,0.38963185212,0.0764348281635,0.815828943944,0.086531364803,0.1590458121395,0.17272855281235,-0.4441390245035,0.0274806113593,-0.3286661450715
"8",-0.707290706535,-0.725227873833,-1.032523022993,-1.129840233823,-1.184162595479,-1.003373495866,-0.7400515353675,-0.173631697791,-0.246954253099,-0.175550831298,-0.3090327800855,-0.416296548694,-0.351348458929,-0.1346170881155,-0.353876041897,-0.372327742881,-0.32719795935,-0.40441973625,-0.2555845190336,-0.43981321257,-0.4584216214385,-0.194437087849,-0.2696995072328,-0.406643041935,-0.483224931987,-0.16675276664,-0.2213230048595,-0.443515338677,-0.20004240149,-0.3040521097915,-0.2082445239843,-0.506006123026,-0.403798945355,-0.1442001436885,-0.1036519613735,-0.15763520765,-0.4467204455635,-0.191810283948,-0.31907157223,-0.277382240467,-0.24414763431,-0.341369970913,-0.5661081343,-0.464949491645,-0.0823953383815,-0.4339870017375,-0.4299450137905,-0.38678757386325,-0.3394881032205,-0.21290879726,-0.1121956546481,-0.09227207930575,-0.1611032352775,-0.14554820931,-0.2807187547585,-0.476484259595,-0.14630080365,-0.13263372719,-0.19639950028,-0.4155067487155,-0.106685366329,-0.4244151822105,-0.1431808464946,0.1194860319435,0.11324700196,0.0853464368875,0.19868228252,0.1390488114005,-0.01334208410075,0.0957642972485,0.098077712825,0.124536237131,-0.286903183519,-0.229788017448,-0.314180680583,-0.013424479897,-0.081346974611,0.0507147381581,0.116794864706,0.1996839601015,-0.79193972992,0.2952983633755,0.08568289733315,0.12461338532,-0.460725742632,0.09792715710953,-0.301588437803,-0.1230407459426,-0.312581038481,-0.0525944726815,0.15119882118855,-0.0974155968325,0.537420402435,-0.05181133698435,-0.053653974595,-0.0739219426585,-0.550046900039,-0.1611391426175,-0.4679952129805
"9",-0.869022801182,-0.822328209524,-1.20866988271,-1.34289825513,-1.3852719278905,-1.137055382378,-0.878427236661,-0.3120866986185,-0.3935108953225,-0.34868606823505,-0.444986058602,-0.556211739445,-0.536461091954,-0.291302357184,-0.475760780705,-0.5473965504415,-0.46309837336,-0.590579917115,-0.4357127109635,-0.56698928295,-0.6062962624515,-0.33955565179,-0.4288608639505,-0.524614631425,-0.609924015742,-0.320526724505,-0.3464199895265,-0.590310345771,-0.3151961301145,-0.4549814628999,-0.3722201911725,-0.62936578642,-0.554860045342,-0.3394332147345,-0.26993045913,-0.32204134273,-0.59850683836,-0.359627769789,-0.5030896733645,-0.400231679045,-0.379357936948,-0.48958012395685,-0.7216370768525,-0.5936466770947,-0.244040047504,-0.6047582289665,-0.5903637195955,-0.5053812973045,-0.476634299978,-0.35547709825925,-0.2733619841515,-0.232917946629,-0.282578277079,-0.2787363515275,-0.443344437815,-0.6542868337845,-0.2892609247331,-0.2938193459155,-0.31347882288225,-0.554406590808,-0.23497445524355,-0.56499572993,-0.30673624263,-0.033786630184,-0.0263539030555,-0.073893672479,0.035777607452,-0.0069230884145,-0.167637812781,-0.05006020909,-0.05988322121,0.00190911368215,-0.4269095225965,-0.3816946231062,-0.472520095878,-0.178981669495,-0.471463540264,-0.448835207271605,-0.173461503635,-0.090270935313,-0.753783098877,-0.065435995619,-0.1161737331905,-0.479045371806,-0.645152889315,-0.170124021681,-0.406097458354,-0.2970987273035,-0.751460466945,-0.3651606831375,-0.1373624737337,-0.2775281248615,0.2697660772795,-0.207039901729,-0.2322310727045,-0.227298085495,-0.532294639253,-0.3042821712455,-0.584659341354
"10",-0.7937708428175,-0.642998223832,-1.055557896092,-1.34115357655,-1.33716229071,-1.085932192982,-0.79028957694,-0.24631902567,-0.33033804593,-0.29911652873,-0.373204616678,-0.506190940075,-0.47844515082,-0.2316401806475,-0.406254675008,-0.467192531035,-0.3765108248555,-0.4990351978205,-0.378290130625,-0.5389821767225,-0.493513293194,-0.28129840152,-0.341693434775,-0.484817344466,-0.5483463300347,-0.2289746888145,-0.319190186028,-0.512340851475995,-0.28280388592,-0.4160750897545,-0.336757527811,-0.56716019029,-0.490906282366,-0.246275354216,-0.205387493385,-0.22888531081,-0.538511928278,-0.288188933832,-0.389318729455,-0.336605336122,-0.308619445661,-0.4140418559,-0.655432043575,-0.521196009937,-0.182427132925,-0.515218230262,-0.50388448208,-0.4580704504533,-0.3842958799285,-0.2690862155155,-0.199419407787,-0.165514877689,-0.1971860780675,-0.20069706167145,-0.371689269338,-0.55479215355,-0.212746015785,-0.221754814445,-0.234445582105,-0.500813643127,-0.1884030542915,-0.47470215462,-0.249585207825,0.0613014983,0.03712643459,-0.0211879391755,0.075278257084,0.070973913911,-0.071824983926,0.051182528085,-0.00392673503,0.1110777724775,-0.3745402678805,-0.28348806698,-0.381050525252,-0.0894553653295,-0.545173751443,-0.592705090225,-0.24686728032,-0.130984507359,-0.5958332829945,-0.19188752743925,-0.119491743334,-0.6364623742075,-0.52128951954,-0.1925929327275,-0.3091565761005,-0.27492144134385,-0.7916193338503,-0.408228983748,-0.147665821795,-0.246094859231,0.1363132855935,-0.1717001488218,-0.24032265514085,-0.1602484903985,-0.331561558273,-0.26810366529,-0.4767875369115
