,y
111,-0.6649011707043171
112,0.24665478960852583
113,-1.450290823869243
114,-1.2023969800839258
115,0.5159249349974568
116,0.14199807314506868
117,-1.3165609698160612
118,-1.6134346377696562
119,0.6683553934154401
120,-1.450290823869243
121,-1.450290823869243
122,-1.1022941728247766
123,-0.6085005982719206
124,-0.0033604442382183415
125,0.5751850296606112
126,-0.857458143609862
127,-1.6134346377696562
128,-0.7248104956830839
129,-0.857458143609862
130,-0.2064242064422705
131,-0.410355566558301
132,-1.8267859536722837
133,-0.0033604442382183415
134,-0.555173318994747
135,0.24665478960852583
136,-0.06705014961226952
137,-1.0128394563983079
138,-0.4563730128436673
139,-1.8267859536722837
140,0.16903128759914565
141,-0.6649011707043171
142,-1.8267859536722837
143,0.14199807314506868
144,-0.9317594688961085
145,0.2957743693165851
146,0.11433453397972093
147,-0.10029172183862117
148,-0.410355566558301
149,-0.32402452591940867
150,-0.10029172183862117
151,0.31961575614136734
152,0.631872521524033
153,1.236066890037365
154,0.22133139756763778
155,0.7038655193782626
156,0.24665478960852583
157,-1.450290823869243
158,-1.8267859536722837
159,-0.24421397656932933
160,0.31961575614136734
161,-1.8267859536722837
162,-1.450290823869243
163,-1.1022941728247766
164,0.2957743693165851
165,0.08600618556913175
166,-0.16990063324720228
167,0.738460001983376
168,0.24665478960852583
169,0.24665478960852583
170,-0.13455062786892433
171,0.5359806157435357
172,0.59435404119536
173,-0.0033604442382183415
174,-0.7887687180608457
175,0.05697550545870504
176,-0.36629958530480483
177,0.3885066019222588
178,-0.24421397656932933
179,0.11433453397972093
180,0.3430057989296331
181,0.7212738524456169
182,0.31961575614136734
183,0.22133139756763778
184,-0.5045627650044492
185,-0.034759645634601384
186,-0.6649011707043171
187,0.738460001983376
188,-0.24421397656932933
189,0.9442143730353948
190,-0.4563730128436673
191,-0.9317594688961085
192,-0.7887687180608457
193,-2.150818733784296
194,-2.150818733784296
195,-0.2064242064422705
196,-0.6085005982719206
197,-0.13455062786892433
198,-2.150818733784296
199,-0.5045627650044492
200,-2.150818733784296
201,-2.150818733784296
202,-0.9317594688961085
203,1.0159214650301465
204,-0.5045627650044492
205,0.837248101897835
206,0.837248101897835
207,0.8212708805682474
208,0.738460001983376
209,0.3430057989296331
210,0.3659634897035755
211,1.057275514402627
212,0.6862283544185372
213,1.3738578165954074
214,0.8686581141236435
215,0.432414704072589
216,-2.150818733784296
217,0.4955524733808531
218,0.6683553934154401
219,-1.1022941728247766
220,-1.3165609698160612
221,-0.6649011707043171
222,-2.150818733784296
223,-1.8267859536722837
224,-0.410355566558301
225,-2.150818733784296
226,-2.150818733784296
227,0.7554303197183146
228,-0.0033604442382183415
229,-1.1022941728247766
230,0.08600618556913175
231,0.4748516063705442
232,0.31961575614136734
233,0.11433453397972093
234,-0.24421397656932933
235,-2.150818733784296
236,-0.28337451418037957
237,0.6502393356869347
238,0.24665478960852583
239,0.16903128759914565
240,-0.6085005982719206
241,-2.150818733784296
242,-0.06705014961226952
243,0.6502393356869347
244,0.432414704072589
245,0.4955524733808531
246,0.59435404119536
247,0.6862283544185372
248,0.738460001983376
249,1.029839162186947
250,0.8993726647216799
251,1.3517470085429337
252,0.837248101897835
253,-2.150818733784296
254,1.3179656627172274
255,-0.034759645634601384
256,0.27146131143447005
257,-0.32402452591940867
258,-1.3165609698160612
259,-0.7887687180608457
260,0.22133139756763778
261,0.16903128759914565
262,-0.24421397656932933
263,0.22133139756763778
264,-0.857458143609862
265,-0.36629958530480483
266,0.1954659488532742
267,0.22133139756763778
268,0.4955524733808531
269,1.0159214650301465
270,0.3885066019222588
271,-0.4563730128436673
272,-0.7248104956830839
273,-0.10029172183862117
274,-0.9317594688961085
275,-0.034759645634601384
276,0.24665478960852583
277,0.5751850296606112
278,-1.6134346377696562
279,0.453810029681203
280,1.174684478304635
281,0.6862283544185372
282,-0.034759645634601384
283,0.7038655193782626
284,-0.10029172183862117
285,-0.857458143609862
286,0.08600618556913175
287,-0.410355566558301
288,-1.8267859536722837
289,-0.06705014961226952
290,0.5159249349974568
291,0.16903128759914565
292,-0.7887687180608457
293,-0.10029172183862117
294,0.6683553934154401
295,0.631872521524033
296,-0.6649011707043171
297,-1.6134346377696562
298,0.05697550545870504
299,-0.9317594688961085
300,0.4955524733808531
301,0.8051057125838016
302,0.4955524733808531
303,0.2957743693165851
304,-0.4563730128436673
305,0.2957743693165851
306,0.2957743693165851
307,0.4955524733808531
308,-1.3165609698160612
309,-0.36629958530480483
310,0.631872521524033
311,0.16903128759914565
312,0.5359806157435357
313,1.084198666501996
314,0.5159249349974568
315,-1.0128394563983079
316,-0.24421397656932933
317,-0.857458143609862
318,-0.555173318994747
319,-1.2023969800839258
320,-0.857458143609862
321,0.6502393356869347
322,0.5359806157435357
323,-0.06705014961226952
324,-0.5045627650044492
325,0.22133139756763778
326,-1.1022941728247766
327,-0.7887687180608457
328,-0.9317594688961085
329,1.057275514402627
330,-0.13455062786892433
331,-0.555173318994747
332,0.31961575614136734
333,-0.5045627650044492
334,0.5359806157435357
335,-0.32402452591940867
336,-0.7887687180608457
337,0.11433453397972093
338,-1.450290823869243
339,-0.410355566558301
340,-0.0033604442382183415
341,-1.450290823869243
342,0.9588492066874452
343,0.59435404119536
344,0.6862283544185372
345,1.0707998733714281
346,0.6132469077593868
347,-0.857458143609862
348,0.2957743693165851
349,-0.9317594688961085
350,0.1954659488532742
351,-1.450290823869243
352,-0.10029172183862117
353,0.24665478960852583
354,-0.16990063324720228
355,-0.6085005982719206
356,0.7038655193782626
357,-0.7887687180608457
358,-0.4563730128436673
359,-0.410355566558301
360,0.16903128759914565
361,-0.6085005982719206
362,0.027201557570093515
363,-0.16990063324720228
364,-0.857458143609862
365,-0.857458143609862
366,0.027201557570093515
367,0.05697550545870504
368,-0.06705014961226952
369,-1.8267859536722837
370,0.08600618556913175
371,-0.9317594688961085
372,0.8530422781131863
373,0.8212708805682474
374,-1.2023969800839258
375,-1.1022941728247766
376,-0.7248104956830839
377,-1.6134346377696562
378,-1.8267859536722837
379,0.5751850296606112
380,0.11433453397972093
381,1.3847942208315966
382,1.1365893886930034
383,0.9588492066874452
384,1.1365893886930034
385,-1.6134346377696562
386,0.6132469077593868
387,0.2957743693165851
388,0.837248101897835
389,-0.410355566558301
390,0.5557305104343941
391,-0.36629958530480483
392,-1.6134346377696562
393,-0.13455062786892433
394,-1.2023969800839258
395,-1.3165609698160612
396,-0.13455062786892433
397,0.8530422781131863
398,-0.32402452591940867
399,-0.32402452591940867
400,0.3885066019222588
401,-1.8267859536722837
402,0.3659634897035755
403,-0.6649011707043171
404,-0.410355566558301
405,-0.9317594688961085
406,-0.6649011707043171
407,0.2957743693165851
408,-1.8267859536722837
409,0.1954659488532742
410,-0.6649011707043171
411,1.174684478304635
412,-0.10029172183862117
413,-1.8267859536722837
414,-0.32402452591940867
415,-1.450290823869243
416,1.4171426386309292
417,1.1871665002904843
418,0.22133139756763778
419,1.029839162186947
420,-1.8267859536722837
421,-0.24421397656932933
422,1.2834119734769134
423,0.4748516063705442
424,0.2957743693165851
425,1.5887091268420181
426,1.174684478304635
427,0.453810029681203
428,1.8445186019659898
429,1.5791197380250843
430,-0.24421397656932933
431,-0.9317594688961085
432,0.3885066019222588
433,-0.24421397656932933
434,-1.3165609698160612
435,-0.9317594688961085
436,-0.9317594688961085
437,-0.555173318994747
438,0.2957743693165851
439,-1.450290823869243
440,-0.0033604442382183415
441,-0.28337451418037957
442,-0.7887687180608457
443,-1.8267859536722837
444,0.11433453397972093
445,-0.5045627650044492
446,-1.8267859536722837
447,-0.32402452591940867
448,-0.6649011707043171
449,-1.0128394563983079
450,-0.36629958530480483
451,0.3659634897035755
452,0.7038655193782626
453,-1.8267859536722837
454,-0.857458143609862
455,0.7212738524456169
456,-1.8267859536722837
457,-1.8267859536722837
458,-1.6134346377696562
459,0.3659634897035755
460,0.3885066019222588
461,0.3659634897035755
462,0.3659634897035755
463,0.5159249349974568
464,1.617134672865149
465,-0.28337451418037957
466,1.0974745164890947
467,1.8115317329279097
468,1.8928003382009237
469,1.7347981728316737
470,1.2717153874030023
471,1.2950181721495737
472,1.1236674589377065
473,1.8031809399067489
474,-0.16990063324720228
475,-1.3165609698160612
476,0.9876720148354122
477,-1.450290823869243
478,-0.7887687180608457
479,0.14199807314506868
480,-1.3165609698160612
481,-0.24421397656932933
482,-0.28337451418037957
483,-0.7248104956830839
484,0.5557305104343941
485,-1.0128394563983079
486,-1.8267859536722837
487,-0.7248104956830839
488,-0.5045627650044492
489,0.05697550545870504
490,-0.24421397656932933
491,-0.6649011707043171
492,0.59435404119536
493,0.7212738524456169
494,0.7212738524456169
495,-1.2023969800839258
496,-0.0033604442382183415
497,-1.6134346377696562
498,-1.8267859536722837
499,-0.6649011707043171
500,-0.36629958530480483
501,1.2480445335526622
502,1.084198666501996
503,0.7554303197183146
504,-0.4563730128436673
505,-0.9317594688961085
506,0.1954659488532742
507,1.8445186019659898
508,1.3517470085429337
509,0.9733339341567467
510,1.7863510705742969
511,1.7347981728316737
512,1.5791197380250843
513,1.569471927991758
514,1.5597648802075552
515,2.281258478811589
516,-0.24421397656932933
517,-0.13455062786892433
518,-0.28337451418037957
519,-0.6085005982719206
520,-0.24421397656932933
521,-0.24421397656932933
522,-0.4563730128436673
523,-0.2064242064422705
524,-0.2064242064422705
525,-0.6649011707043171
526,-0.7248104956830839
527,-0.410355566558301
528,-0.32402452591940867
529,0.05697550545870504
530,-1.8267859536722837
531,-0.6649011707043171
532,-0.857458143609862
533,1.236066890037365
534,1.510311208797471
535,0.631872521524033
536,-1.6134346377696562
537,-0.24421397656932933
538,-1.8267859536722837
539,-1.8267859536722837
540,-0.16990063324720228
541,0.1954659488532742
542,0.8530422781131863
543,1.1995438023810718
544,1.3847942208315966
545,0.5359806157435357
546,1.306535557874735
547,-0.5045627650044492
548,1.5982408935458605
549,2.087363927600131
550,1.7521639353299563
551,1.908588473502213
552,1.8848499772921887
553,1.7347981728316737
554,1.9928681793441756
555,1.6905536368291436
556,2.1769472881658216
557,-1.450290823869243
558,-1.8267859536722837
559,-1.6134346377696562
560,0.738460001983376
561,0.59435404119536
562,0.5557305104343941
563,0.4748516063705442
564,-0.555173318994747
565,-1.1022941728247766
566,-0.06705014961226952
567,1.0018667852727894
568,-0.857458143609862
569,0.738460001983376
570,-0.857458143609862
571,0.6862283544185372
572,-0.5045627650044492
573,-0.6649011707043171
574,-0.7248104956830839
575,-0.0033604442382183415
576,-0.24421397656932933
577,-1.8267859536722837
578,-0.32402452591940867
579,-0.034759645634601384
580,0.7212738524456169
581,1.1106299615208746
582,0.4955524733808531
583,-1.2023969800839258
584,0.1954659488532742
585,-0.4563730128436673
586,0.5159249349974568
587,0.11433453397972093
588,-0.13455062786892433
589,0.6862283544185372
590,-0.9317594688961085
591,0.6502393356869347
592,0.22133139756763778
593,0.08600618556913175
594,2.080277059853935
595,2.2428607757275123
596,2.0151433165978476
597,2.2102129382116695
598,2.281258478811589
599,1.174684478304635
600,2.2167910899216605
601,1.769346792199838
602,1.6905536368291436
603,0.6862283544185372
604,1.1493980566288233
605,1.7347981728316737
606,1.084198666501996
607,1.5597648802075552
608,0.4748516063705442
609,-0.4563730128436673
610,-0.857458143609862
611,0.027201557570093515
612,1.0018667852727894
613,-0.7887687180608457
614,0.8841001287771241
615,-0.32402452591940867
616,0.8841001287771241
617,-0.5045627650044492
618,-0.4563730128436673
619,-0.5045627650044492
620,-1.8267859536722837
621,0.3885066019222588
622,0.22133139756763778
623,-1.6134346377696562
624,0.16903128759914565
625,-0.034759645634601384
626,1.2239921040133186
627,1.1106299615208746
628,0.4955524733808531
629,-1.1022941728247766
630,0.1954659488532742
631,0.7038655193782626
632,0.5159249349974568
633,0.3430057989296331
634,-0.06705014961226952
635,0.8686581141236435
636,-0.4563730128436673
637,0.6862283544185372
638,0.4748516063705442
639,0.41065179436646837
640,2.274916315866085
641,2.79154937258435
642,2.300150410339952
643,2.397672275866997
644,2.4617899571548745
645,1.6815576385945195
646,2.4153844553705186
647,2.0443978477227414
648,2.1014508961747644
649,1.306535557874735
650,2.0151433165978476
651,0.9294258447356333
652,2.11542394923562
