"","var","mean","sd"
"1","Dtr[1,1]",0.386991404192514,0.0301808374354365
"2","Dtr[1,2]",0,0
"3","Dtr[1,3]",0,0
"4","Dtr[2,1]",0.299830551165772,0.0293931965136581
"5","Dtr[2,2]",0.544877928568637,0.160334560478959
"6","Dtr[2,3]",0,0
"7","Dtr[3,1]",0.313178044641714,0.0279613551876689
"8","Dtr[3,2]",0.455122071431363,0.160334560478959
"9","Dtr[3,3]",1,0
